certification_type,firm_name,owners,work_description,naics_codes,physical_address,mailing_address,phone_number,fax_number,email_address,website
DBE,Loysen + Kreuthmeier Architects,Karen Loysen,Fll servie arhitetral firm pre-design stdies programming ontrat administration preparation pakages and graphi design servies.,541310 541430,"55 Penn Avene
Pittsburgh, PA 15224","55 Penn Avene
Pittsburgh, PA 15224",412-924-0006,412-924-0007,karen@LK-architects.com,
DBE,MAIAVA-MCKAY LLC,CECILIA MCKAY,Hotshot trking.,484110 484121 484122 484230,"9 CRANSTON DR
MOON TOWNSHIP, PA 15108","9 CRANSTON DR
MOON TOWNSHIP, PA 15108",814-590-8208,,mmllcdikico@gmail.com,
DBE,METER FEEDER INC.,James Gibbs,Provides software as servie with administrative tools analytis enforement and spport. Speifially provides tools to allow the aeptane of redit ards for parking payment withot pgrading existing infrastrtre. Also offers integrations with kiosk manfatrers to work with existing systems.,812930,"56 Franklin Avene
Wilkinsburg, PA 15221","56 Franklin Avene
Wilkinsburg, PA 15221",844-463-7275,,jim@meterfeeder.com,
DBE,MGB & Associates LLC,Mulugetta Birru,Eonomi development resl estate development development planning and bsiness finaning.,541690 541720,"9 Leith Way
Pittsburgh, PA 15217","9 Leith Way
Pittsburgh, PA 15217",313-492-6928,,mulubirru9@gmail.com,
ACDBE,MGEFE LLC,Mamuyowvi Gerald Mensah,Provides brokerage servies for transportation of freight aross 48 states in the ontinental U.S.,488510 541614,"Westhester Dr
Pittsburgh, PA 15215","Westhester Dr
Pittsburgh, PA 15215",412-770-7337,724-349-0615,mgmove@gmail.com,http://bigjetbrands.com
DBE,Mack Enterprise Inc.,Rea Macklen,Provides masonry and onrete work.,238110 238140,"5853 Glen Hill Drive
Bethel Park, PA 15102","5853 Glen Hill Drive
Bethel Park, PA 15102",412-589-0431,412-833-3374,mackenterprisepgh@gmail.com,
DBE,Malaika Learning Center LLC,Alichia Parker,Early learning aademy and yoth programming training and development enter.  Also operates a dayare enter.,611710 624410,"3556 SHADELAND AVE
PITTSBURGH, PA 15212","3556 SHADELAND AVE
PITTSBURGH, PA 15212",412-415-3559,412-415-3949,malaikalc@gmail.com,
DBE,Margate LLC,Ms. Evelyn Mastros,Firm operates as a non stoking distribtor for the provision of a variety of goods and servies similar to that of an independent byer's agent.  Firm also provides Atomati Teller Mahines (ATM) at varios loations.,423420 423990 424690 424990 522320,"98 Perry Hghway
Pittsburgh, PA 15229","98 Perry Hghway
Pittsburgh, PA 15229",412-364-1100,,evelyn@margatellc.com,
DBE,Marinus Analytics LLC,CARA JONES-HARRIES,Marins Analytis is a Pittsbrgh-based soial impat ompany fosed on providing tting edge mahine learning and data analysis tehnology for government agenies.  Or flagship prodt Traffi Jam is a lod-based software sed by hndreds of investigators aross the United States and Canada to more effetively find traffiking vitims online and prosete their exploiters.  We are prod to spport the ommnities we do in being more effiient with existing resores and providing a safer more effetive environment for their members.,518210 519130 541511 541512 541519 541720,"S Commons
Site
Pittsburgh, PA 15212","S Commons
Site
Pittsburgh, PA 15212",866-945-2803,,cara@marinusanalytics.com,http://www.marinusanalytics.com
DBE,Moshier Studio,Cherie Moshier,Arhitetre interior design planning and sstainable design servies.,541310 541410,"5 Reedsdale Street
Site 3
Pittsburgh, PA 15233","5 Reedsdale Street
Site 3
Pittsburgh, PA 15233",412-361-5302,412-361-7302,cherie@moshierstudio.com,http://www.moshierstudio.com
DBE,Movin On Up Laundry Services LLC,Mr. Sean Lazar,Provides wash and fold servies and linen servies for individals hotels restarants and orporations.,812310 812331,"94 Broadway Avene
Pittsburgh, PA 15216","94 Broadway Avene
Pittsburgh, PA 15216",412-605-8919,,seanlazar@verizon.net,
DBE,Marjorie Stein,Marjorie Stein,Provides ommerial interior design servies for higher edational instittions healthare orporate and non-profit organizations.  Servies inlde bt are not limited to programming spae planning researh & speifiations of FF & E and bilding spae finishes assist with reloation efforts oordinate design effort with other projet disiplines assist with ontrat negotiations provide bdget estimates oordinate installations ergonomis instrtion and inorporate priniples into the design that are sstainable and environmentally respetfl.;,541410,"43 Oakhrst Road
Pittsburgh, PA 15215","43 Oakhrst Road
Pittsburgh, PA 15215",412-781-8465,412-471-7720,marjoriesteindesign@gmail.com,
DBE,MarketSpace Communications LLC,Patricia Parkhill,Branding; reative servies; strategi marketing planning; digital and interative tehnologies; pbli relations and soial media,541430 541810 541820 541830 541890 541910,"93 Blak Oak Cort
Gibsonia, PA 15044","93 Blak Oak Cort
Gibsonia, PA 15044",724-778-9933,,tparkhill@marketspaceagency.com,http://www.marketspaceagency.com
DBE,Marshall Construction Group LLC,Robert Marshall,Marshall Constrtion Grop provides onstrtion trobleshooting and repairs for both residential and ommerial appliations. 38 38 386 383 3835 383 389,238130 238160 238210 238220 238320 238350 238910,"377 Perrysville Ave
Pittsburgh, PA 15214","377 Perrysville Ave
Pittsburgh, PA 15214",412-552-0628,,MarshallConstructionGroupLLC@Gmail.com,
DBE,Marshall Electrical Services LLC.,Robert Marshall,Marshall Eletrial Servies provides affordable eletrial repairs trobleshooting and new installations for ommerial & residential appliations. 38,238210,"377 Perrysville Avene
Pittsburgh, PA 15214","377 Perrysville Avene
Pittsburgh, PA 15214",412-552-0628,,MarshallElectric77@gmail.com,
DBE,McCullough & Sons Construction,Lewis McCullough,Eletrial ontrator for residential ommerial and indstrial projets.,238210,"64 Thompson Street
Pittsburgh, PA 15206","64 Thompson Street
Pittsburgh, PA 15206",412-377-1884,412-362-5161,lewismccullough@yahoo.com,
DBE,McGee Maruca & Associates P.C.,Leslie McGee,Certified pbli aonting firm.,541211,"3 Banksville Road Site
Pittsburgh, PA 15216","3 Banksville Road Site
Pittsburgh, PA 15216",412-344-9006,412-344-9475,lmcgee@mcgeemaruca.com,
DBE,McKinley Group Ltd.,Linda Fischer,Teleommniations onslting for voie data abling video internet trnkey servies. Servies inlde engineering design prorement and projet management.,541512 541611 541618,"39 Oswald Street
Pittsburgh, PA 15212","39 Oswald Street
Pittsburgh, PA 15212",412-765-2121,412-766-3356,tech@mckinley-group.com,http://www.mckinley-group.com
DBE,Mears Reporting Services,Susan Mears,Cort reporting servies.,561492,"37 Fritwood Drive
Bethel Park, PA 15102","37 Fritwood Drive
Bethel Park, PA 15102",412-833-2881,,mearsreporting@comcast.net,
DBE,Medical Management & Review Services LLC,Michael Owens,Medial ase management servies. Medial reord review.,541611 621111 621999,"99 Le Grand Drive
Wexford, PA 15090","99 Le Grand Drive
Wexford, PA 15090",412-748-1600,866-496-9255,mowens@mmarsllc.com,
DBE,Meinert Holdings Inc.,Melissa Meinert,Manfatrer wholesaler of bsiness ards letterhead envelopes printing labels and rbber stamps.,322230 339940 424120,"539 Enterprise Bolevard
Bethel Park, PA 15102","539 Enterprise Bolevard
Bethel Park, PA 15102",412-835-2727,412-835-2731,melissa@bctpgh.com,http://www.bctpgh.com
DBE,Meridian Contracting,Steven Renfro,Painting landsaping plmbing renovation tile installation arpentry and small repairs.,236118 238130 238220 238310 238320 238330 561730,"364 Singer Pl
Pittsburgh, PA 15221","364 Singer Pl
Pittsburgh, PA 15221",412-377-9084,,stevenrenfro30@yahoo.com,
ACDBE,Mezan Managment Inc.,Twila Mezan,Operation of MDonald's franhises.,722513,"Airport Blvd.
Pittsburgh, PA 15231","Airport Blvd.
Pittsburgh, PA 15231",304-914-0747,,twila.mezan@partners.mcd.com,
DBE,Michele P. Ellison ACSW M.Div.,Michele Ellison,Condting onferenes - edation and training workshops and seminars in field of hman servies inlding soial ministries program evalation of soial programs motivational speaking/pbli speaking and pbliations.,541720 611430 711510,"5 Garetta Street
#94B
Pittsburgh, PA 15217","5 Garetta Street
#94B
Pittsburgh, PA 15217",412-431-1640,412-478-7350,michelepellison7@gmail.com,http://https://www.life-longlessons.com
DBE,MidPoint Group of Companies Inc.,P. Nathaniel Boe,Real estate development projet management and onstrtion management firm providing infrastrtre development management prorement and ompliane management strategi planning and tehnial assistane.,236115 236118 531311 531312 531390 541611,"Washington Plae
Site #3K
Pittsburgh, PA 15219","Washington Plae
Site #3K
Pittsburgh, PA 15219",312-656-2103,412-251-5230,pnathanielboe@midpointgc.com,http://www.midpointgc.com
DBE,Mijara Corporation Inc.,Sharon Quaill,Software development web appliation hosting.,518210 519290 541511,"55 Coventry Drive
Allison Park, PA 15101","55 Coventry Drive
Allison Park, PA 15101",412-492-8732,,squaill@mijara.com,http://www.mijara.com
DBE,Mindful Kreative Inc.,Melinda Kaiser,Fll servie reative ageny that offers branding advertising marketing pbli relations and media bying servies to lients.,541613 541820 541830,"88 Lovingston Drive
Pittsburgh, PA 15216","88 Lovingston Drive
Pittsburgh, PA 15216",724-591-5388,,melinda@mindfulkreative.com,http://www.mindfulkreative.com
DBE,Minniefield Demolition Services LLC,Jadell Minniefield,Demolition servies for residential and ommerial properties for varios mniipalities srronding the City of Pittsbrgh. Also provide exavation servies and trking to varios ontrators.,238910 484220 562119,"669 Clairton Road
West Mifflin, PA 15122","669 Clairton Road
West Mifflin, PA 15122",412-507-2132,412-507-2134,jadell@minniefield.com,http://minniefielddemolitionservicesllc.com
DBE,Miracle Touch Janitorial Services,Melvin Turner,Fll servie janitorial servies inlding floor are.,561720,"3 Iowa Street
Pittsburgh, PA 15219","3 Iowa Street
Pittsburgh, PA 15219",412-638-6161,412-683-2825,miracletouch@comcast.net,
DBE,Mitchell General Contracting LLC,Elizabeth Mitchell,Mithell General Contrating LLC is a servie provider for residential onstrtion inlding the following: roofing exterior remodels bathroom remodels kithen remodels and basement remodels. We also provide ommerial onstrtion servies as in: framing tiling drywall drywall finishing trim work et. Lastly we provide disaster restoration work inlding the mitigation and restoration of fire flood and other weather related disasters.,236118 236220 238130 238160 238170 238310 238330 238340 238350,"845 Brinkerton Rd
Greensburg, PA 15601","845 Brinkerton Rd
Greensburg, PA 15601",724-331-7170,,eamitchell@outlook.com,http://www.mitchellgeneralcontractingcom
DBE,Monaloh Basin Engineers Inc.,Mastaneh Paul,Consltant of arhitetral and engineering design servies' onstrtion management and onstrtion inspetion servies.,237210 237310 237990 541330 541370 541620,"3 Bsiness Center Drive #34
Pittsburgh, PA 15205","3 Bsiness Center Drive #34
Pittsburgh, PA 15205",412-788-2433,412-788-2295,massypaul@mbe-eng.com,http://www.mbe-eng.com
DBE,Mongalo-Winston Consulting LLC,Ivette Mongalo-Winston,Urban design planning pbli otreah ommnity engagement and failitation servies to private and pbli entities.,541310 541320 541611 541820,"97 East End Avene
Pittsburgh, PA 15221","97 East End Avene
Pittsburgh, PA 15221",412-848-9027,412-848-9027,ivette@mongalo-winston.com,http://www.mongalo-winston.com
DBE,National Painting Contractors Inc.,Della Pantelis,Painting roof oating sandblasting masonry demolition plaster repair drywall and interior bilding finishes.,238320,"7 Rihfield Street
Pittsburgh, PA 15234","7 Rihfield Street
Pittsburgh, PA 15234",412-884-9052,,natcon59@verizon.net,
DBE,Nicos Contracting Company LLC,Nickolas Beckas,General onstrtion for interior renovations that inldes tiling flooring painting drywall et.,236115 236116 236118 238310 238320 238330,"46 Grant Avene
Pittsburgh, PA 15209","46 Grant Avene
Pittsburgh, PA 15209",412-897-6146,412-821-2217,njbeckas@gmail.com,
DBE,Niyalu Repair Service LLC,Adeniyi Asunbo,Appliane and repair maintenane.,811412,"4 Catherine Street
McKees Rocks, PA 15136","4 Catherine Street
McKees Rocks, PA 15136",412-712-2971,,niyalurepairservice@gmail.com,http://www.nrstech.net
DBE,North Shore Technologies Inc.,Mary Martin,Information tehnology staffing and plaement servies.,561320,"7 Grandview Farms Drive
Bethel Park, PA 15102","7 Grandview Farms Drive
Bethel Park, PA 15102",412-831-0664,,mamartin@nstpittsburgh.com,http://www.NSTPittsburgh.com
DBE,North Suburban Tree Service Inc.,Kathleen Blum,Landsaping servie land learing tree removal ontrat work erosion ontrol devie installation.,238910 484220 561730,"Middlesex Street
Gibsonia, PA 15044","Middlesex Street
Gibsonia, PA 15044",724-443-6300,724-443-6311,kathleen@northernsuburbantree.com,http://www.northsuburbantree.com
DBE,ONIX Inc.,Brenda Arendsen,Bilding ommissioning energy and environmental engineering and energy onservation.,238910 541330 541618 541690 561210 562910,"38 Shafer Road
Coraopolis, PA 15108","38 Shafer Road
Coraopolis, PA 15108",412-269-1604,,barendsen@onixinc.com,http://www.onixinc.com
DBE,ORM Contracting Corporation,Rhonda Minniefield,Residential ommerial and indstrial demolition and exavating.,238910,"55 nd Avene
Pittsburgh, PA 15207","55 nd Avene
Pittsburgh, PA 15207",412-421-2200,412-421-2216,info@ormcontracting.com,
DBE,OTS Concrete LLC,Elvira Makarov,onrete slab onrete fondation onrete walls (not pre-ast onrete walls)site preparation onrete sidewalks exavation.,238110 238390 238910 238990,"Lebanon Road
West Mifflin, PA 15122","Lebanon Road
West Mifflin, PA 15122",412-368-1684,412-368-5155,elvira@OTSConcrete.com,http://www.makarovconstruction.com
DBE,Oikos Ecology LLC,Timothy Nuttle,Eologial planning restoration ompliane land management plans and permitting. Professional eologial onslting servies.,541620 813312,"35 Firden Lane
Elizabeth, PA 15037","35 Firden Lane
Elizabeth, PA 15037",412-867-1299,,nuttle.tim@gmail.com,
DBE,Olszak Management Consulting Inc.,Lisa Olszak,Management and onslting servies for pbli partiipation and ommnity involvement that inldes meeting oordination and failitation database management srvey design and analysis graphis and website design data proessing hosting and related servies stom ompter programming servies administrative management and general management onslting servies marketing onslting servies researh and development in the soial sienes and hmanities pbli relations ageny display advertising marketing researh and pbli opinion polling doment preparation servies ompter training and professional and management development training.,518210 519290 541430 541511 541512 541513 541611 541613 541690 541720 541820 541850 541910 561410,"739 Bolivar Drive
Bradford, PA 16701","739 Bolivar Drive
Bradford, PA 16701",724-679-9261,,lolszak@olszak.com,http://www.olszak.com
DBE,Omicelo Construction Group LLC,Joshua Pollard,Residential remodelers. New single-family hosing onstrtion (exept for-sale bilders).  New mltifamily hosing onstrtion (exept for-sale bilders). Commerial and instittional bilding onstrtion.,236115 236118 236220,"435 Bedford Avene
Pittsburgh, PA 15219","435 Bedford Avene
Pittsburgh, PA 15219",412-212-6870,412-202-2019,joshua.pollard@omicelo.com,http://www.omicelo.com
DBE,Omicelo LLC,Joshua Pollard,Real estate onslting and real state investment onslting servies. Lessors of residential bildings and dwellings. Lessors of nonresidential bildings (exept mini-warehoses).,531110 531120 531390 541613 541618 561499,"435 Bedford Ave.
Pittsbrgh PA 59
Pittsburgh, PA 15219","435 Bedford Ave.
Pittsbrgh PA 59
Pittsburgh, PA 15219",412-212-6870,,joshua.pollard@omicelo.com,http://www.omicelo.com
DBE,One Call Handles It All Landscaping And Trucking LLC,Rhonda Sears,Provides residential and ommerial landsaping and property management servies to inlding loal haling.,484110 531311 531312 561730,"9 Pal Street
Pittsburgh, PA 15211","9 Pal Street
Pittsburgh, PA 15211",412-805-0584,,jeanchange@hotmail.com,
DBE,Oread Design,Erin Martier,Kithen & bath designer and sales.,238350 423310 541340,"94 madison avene
Pittsburgh, PA 15212","94 madison avene
Pittsburgh, PA 15212",724-882-2367,724-882-2367,oreaddesign@comcast.net,http://www.oreaddesign.com
DBE,Pashek+MTR,Nancy Roman,Landsape arhitetral servies Landsape design Planting design Master Planning Site Design Garden Design Playgrond Design Natre Play Healing Gardens Therapeti Gardens Pbli Gardens Arboreta Botanial Gardens Estates Cemeteries Commnity and Urban Planning and Design,541320,"69 East Ohio Street
Pittsburgh, PA 15212","69 East Ohio Street
Pittsburgh, PA 15212",412-321-6362,,nroman@pashekmtr.com,http://www.pashekmtr.com
DBE,Paul Adams Painting LLC,Mr. Paul Adams,Commerial and residential painting and oating; minor drywall and plaster repairs;,238310 238320,"789 Mark Drive
Verona, PA 15147","789 Mark Drive
Verona, PA 15147",412-829-7419,412-829-7419,adamspaintingpaul@aol.com,
DBE,Peak Security Inc.,Kathleen Cervenak,Serity gard servies.,561612,"3 Yost Bolevard
Site
Pittsburgh, PA 15221","3 Yost Bolevard
Site
Pittsburgh, PA 15221",412-349-0850,412-349-0855,kac@peaksecurityinc.com,
DBE,Pettus Enterprises LLC,Mr. Dionne Pettus,General ontrating servies for both ommerial and residential onstrtion.,238310 238320 238330 238350 238910 238990,"347 Babok Bolevard Site 3
Pittsburgh, PA 15237","347 Babok Bolevard Site 3
Pittsburgh, PA 15237",412-501-7633,,pettusenterprisesllc@gmail.com,
SBE,"Pickering, Corts & Summerson, Inc.","John Wilhelm, James White, Richard Stanger, Mark Havers, Aaron Detwiler, Mr. Paul Gouza, Mr. Mark Monkoski, Mr. John Ziemblicki, Philip Mosby, Cynthia Vergara, Ms. Jenna Ockford","Provides engineering services including but not limited to construction, structural, municipal, site, highway and bridge design, bridge inspection, underwater inspection, erosion and sediment control, etc.; surveying and mapping including but not limited to construction, photogrammetric control, topographic, hydrographic, land development, boundary, municipal, aerial control, GPS, GIS, streambed, etc.; land subdivision and development including but not limited to land planning,  water and sewer plans, paving and grading plans, storm water management, flood studies, etc.","237210, 541330, 541370","642 Newtown-Yardley Road, Suite 300
Newtown, PA 18940","642 Newtown-Yardley Road, Suite 300
Newtown, PA 18940",215-968-9300,215-968-3649,Pgouza@pcs-civil.com,http://www.PCS-Civil.com
DBE,Pitt Electric Inc.,Maureen Jacovino,Eletrial onstrtion and eletrial spplier providing a broad range of ommerial eletrial servies.,238210 423610 425120,"6 Beks Rn Road
Pittsburgh, PA 15210","6 Beks Rn Road
Pittsburgh, PA 15210",412-488-0302,412-488-8225,maureen@pittelectricinc.com,
DBE,Pittsburgh Mobile Concrete Inc.,Lisa Zelich,Manfatrer of ready-mix onrete for small and medim sized projets.,327320,"933 Babok Bolevard
Pittsburgh, PA 15209","933 Babok Bolevard
Pittsburgh, PA 15209",412-613-5834,412-821-2554,pittsburghmobileconcrete@hotmail.com,http://www.pittsburghmobileconcrete.net
DBE,Platinum Group Services LLC dba Rough & Final Cleaning,Celestine Hinton,Post onstrtion leaning brik leaning and pressre washing.,238320 238990 561720 561790,"63 Morgan Street
Pittsburgh, PA 15219","63 Morgan Street
Pittsburgh, PA 15219",412-657-7335,,rfccleangreen@gmail.com,
DBE,Pollyann Augenstein Computer Services,Pollyann Augenstein,Professional servie onsltant database management design programming spport staff for real estate aqisition servies and property management.,541511 541513,"79 Long Drive
Eighty Four, PA 15330","79 Long Drive
Eighty Four, PA 15330",724-809-7202,,paugenst@verizon.net,
DBE,Post Script Productions LLC,Carolyn Klasnick,Post Sript Prodtions an provide the following servies:;  Single or mlti-amera standard definition and high definition video reording;  Non-linear digital standard definition and high definition video editing;  Format video files for web ploads and DVD/BlRay;  Sript writing / Storyboarding;  Motion graphis / Animation;  Narrative adio voie over reording;  Graphi design;  DVD/BlRay Dis dpliation;  VHS to DVD onversion servies,512110 512191 541921,"37 Forth Avene
Site 64
Pittsburgh, PA 15222","37 Forth Avene
Site 64
Pittsburgh, PA 15222",412-822-6820,,carolyn@postscriptproductions.com,http://www.postscriptproductions.com
DBE,Power Traffic Control Service LLC,Michael Holloway,Traffi ontrol flagging servie 5699,561990,"4 Hawkins Street
Pittsburgh, PA 15214","4 Hawkins Street
Pittsburgh, PA 15214",412-618-6490,,PowerTrafficControl@gmail.com,
DBE,Precision Copy Products Inc.,Julia Bubanovich,Offie eqipment-opiers fax printers sales and servies.,423420 532420 811210,"6 State Street
Clairton, PA 15025","6 State Street
Clairton, PA 15025",412-233-3000,412-233-3010,julieb@precisioncopyproducts.com,http://www.precisioncopyproducts.com
DBE,Precision Sign and Awning Inc.,Melissa Morrow,Commerial sign and awning fabriation and installation ADA sign manfatre ommerial sreen printing graphi design large format printing and all spport ativities.,323111 339950 541890,"3 Glass Street
Carnegie, PA 15106","3 Glass Street
Carnegie, PA 15106",412-278-0400,412-278-4040,melissa@onesigns.com,http://www.precisionsignandawning.com
DBE,Precision Technology Associates Inc.,Ms. Regina Ladefian,Wholesale distribtor for HVAC ontrols and valves.,423720 423730 423740,"3 Edgebrook Avene
Pittsburgh, PA 15226","3 Edgebrook Avene
Pittsburgh, PA 15226",412-720-4424,412-881-0437,gina@tfcampbell.com,http://www.tfcampbell.com
DBE,Preferred Cleaning Systems LLC,Natalie Schreckengost,Servie ompany providing new onstrtion post leaning of ommerial and residential properties.  Servies inlde leaning of windows bathrooms kithens general dsting vaming mopping swiffering hardwood floors stripping and waxing floors and power washing.  NAICS 3899 567 5679,561720 561790,"837 Rssellton Road
Cheswick, PA 15024","837 Rssellton Road
Cheswick, PA 15024",412-217-9905,724-715-7657,natpreferred@aol.com,
DBE,Premo Consultants LLC,Joanna Doven,Provides pbli relations for ommnity and government grops inlding strategy marketing graphi design and website servies.,541430 541511 541613 541820,"645 Living Plae Site
Pittsburgh, PA 15206","645 Living Plae Site
Pittsburgh, PA 15206",724-420-0870,,jdoven@premoconsultants.com,http://www.premoconsultants.com
DBE,Prestige Professional Cleaning,Angelica Grant,Provides fll-servie residential and ommerial janitorial servies inlding flooring maintenane and arpet/pholstery and post onstrtion leaning servies.;,238990 561720 561740,"7 River Avene
Site 35
Pittsburgh, PA 15212","7 River Avene
Site 35
Pittsburgh, PA 15212",412-758-6571,,info@prestigeprofessionalcleaners.com,http://www.presprocleaners.com
DBE,Priority Care Alliance Group LLC,Sheryl Darwin,Healthare staffing and reritment for hospitals dotors' offies and insrane ompanies.  Also provides CPR training and in-home nonmedial are servies.,561311 561320 611699 624120,"744 Washington Ave
Site F
Pittsburgh, PA 15218","744 Washington Ave
Site F
Pittsburgh, PA 15218",888-330-6189,412-548-2161,admin@prioritycarealliance.com,http://www.prioritycarealliance.com
DBE,ProShare Services LLC,Danielle Baughman,Provide onslting servies to ompanies with Operations Maintenane and Constrtion servies to help optimize work proesses and rede osts.,425120 541330 541340 541611 541614 562991,"3 Hemlok Street
Pittsburgh, PA 15212","3 Hemlok Street
Pittsburgh, PA 15212",814-242-2004,,daniellebaughman@proshareservices.com,http://https://www.proshareservices.com/
DBE,Protector Security Services and Investigations Group LLC,Kevin Brown,Fll servie armed serity gard and liensed private investigation ompany. We provide armed serity gards and ondt private investigation servies for lients.,561611 561612,"97 Crest Drive
Oakdale, PA 15071","97 Crest Drive
Oakdale, PA 15071",412-557-3111,,protectors911@gmail.com,
DBE,QUANTUM SOURCE INSURANCE GROUP LLC,Charles Harris,Fll servie insrane firm offering property and asality insrane liability insrane worker's ompensation insrane property insrane ommerial ato insrane bonds and ommerial mbrella poliies.   54,524210,"47 STREETS RUN RD
SUITE 4
PITTSBURGH, PA 15236","47 STREETS RUN RD
SUITE 4
PITTSBURGH, PA 15236",412-897-5415,412-386-8343,charles@qsagent.com,http://QSAGENT.COM
DBE,Quantum Business Solutions,Stacey Simkovich,Provides small bsiness onslting and oahing to short term and long term lients in varios indstries. Core servies inlde strategi planning bsiness plan reation bdget & profitability analysis and bsiness development to prospet lients bilding key relationships administrative and general management onslting servies.,425120 541611 541612 541613 561110 561320 561499,"65 Golden Oaks Lane
Pittsburgh, PA 15237","65 Golden Oaks Lane
Pittsburgh, PA 15237",412-657-3397,412-369-9139,getquantumbusinesssolutions@gmail.com,
DBE,R & R Trucking LLC,Damon Givner,Haling of varios materials from onstrtion sites nder general ontrators.,238130 238910 425120 484220 561790,"633 Dean Street
Pittsburgh, PA 15206","633 Dean Street
Pittsburgh, PA 15206",412-551-9088,412-371-1303,givnerd@yahoo.com,
DBE,R. Kyndall Development Group LLC,Steffan Johnson,Real estate property management and development firm.,236118,"8 4nd Street
Pittsburgh, PA 15201","8 4nd Street
Pittsburgh, PA 15201",651-336-0050,651-336-0050,sjohnson@rkyndalldevgroup.com,http://www.rkyndall.com
DBE,RIG CONSULTING INC,Ms. Sharmon Winters,Transportation onstrtion inspetion.,237310 237990 541330 541340 541370 541511 541512,"Ryan Cort
Site 9
Pittsburgh, PA 15205","Ryan Cort
Site 9
Pittsburgh, PA 15205",412-276-2027,412-276-1798,sharmon.winters@rig-consulting.com,http://www.rig-consulting.com
DBE,RJG Translations LLC,Rebecca Gilbert,Provides written doment translations in the world's major langages.  Common translations inlde patents ontrats safety and training materials and patient are materials.,541930,"593 Fifth Avene #
Pittsburgh, PA 15232","593 Fifth Avene #
Pittsburgh, PA 15232",412-901-3162,,rgilbert@rjgtranslations.com,http://rjgtranslations.com
DBE,RPK Enterprises Inc.,Pamela Stilwell,promotion prodt ompany speializes in embroidery and sreen printing,313220,"4898 Campbells Rn Road
Pittsburgh, PA 15205","4898 Campbells Rn Road
Pittsburgh, PA 15205",412-446-2776,412-446-2725,Info@EmbPgh.com,http://embpgh.com
DBE,RS Wholesale & Import,Ronald Scott,Wholesale distribtor of paper prodts janitorial and sanitation spplies.,423450 423850 424130 424690 484110,"669 Hamilton Avene
n/a
Pittsburgh, PA 15206","669 Hamilton Avene
n/a
Pittsburgh, PA 15206",412-441-1164,412-441-1174,r.scott@rssupplyllc.com,http://www.rssupplyllc.com
DBE,Realize The Dream Holdings LLC,Deidra Washington,Property management ompany that aqires properties to rent to low-inome lients sh as veterans yong mothers and former inmates.,531110 531311,"435 Bedford Avene
Pittsburgh, PA 15219","435 Bedford Avene
Pittsburgh, PA 15219",412-894-8988,,Deidra@Idreamaworld.enterprises,
DBE,Red House Communications Inc.,GLORIA BLINT,Fll servie advertising ageny,541810,"98 Sarah Street
Pittsburgh, PA 15203","98 Sarah Street
Pittsburgh, PA 15203",412-481-7275,412-481-9840,gblint@redhousecom.com,http://www.redhousecom.com
DBE,Reed Building Supply LLC,Aaron Reed,Provides residential and ommerial onstrtion materials inlding lmber drywall metal stds millwork plywood inslation onrete aessories eiling tile grid roofing materials safety prodts and wood.  Plmbing and heating eqipment spplies.;,423310 423320 423330 423390 423510 423610 423720 423990 425120,"44 Robb Street
Site 3
McKees Rocks, PA 15136","44 Robb Street
Site 3
McKees Rocks, PA 15136",412-875-6320,412-923-1021,reedbuildingsupply@gmail.com,http://REEDBUILDINGSUPPLY.COM
DBE,Renee Piechocki,Renee Piechocki,Provides pbli art administration onslting projet management development and; poliy. The firm reates pbli art engagement and edational programs. The firm; reates and provides varios art items to lients.,541611 541618 711510,"9 Arh St
Pittsburgh, PA 15212","9 Arh St
Pittsburgh, PA 15212",412-281-1770,,reneepie@fastmail.com,http://reneepiechocki.com
DBE,Revive Heating & Cooling LLC.,Marcus Kennedy,Install and repair Frnaes Air onditioners dt work HVAC ontrator,238220,"744 Washington Ave
Pittsburgh, PA 15218","744 Washington Ave
Pittsburgh, PA 15218",412-316-5823,,Mkrevive365@gmail.com,http://Www.revivehvac.net
DBE,Rhea Engineers & Consultants Inc.,Marcella Johnson,Engineering onslting servies for ivil geotehnial and environmental that inldes onstrtion inspetion and management and environmental onslting servies.,541330 541360 541370 541620,"333 Roser Road
Site 3
Moon Township, PA 15108","333 Roser Road
Site 3
Moon Township, PA 15108",724-443-4111,724-443-4187,marcy.johnson@rhea.us,http://www.rhea.us
DBE,Rhonda Wozniak Objects Conservator LLC,Rhonda Wozniak,Art onservation.,711510,"999 Haslage Avene
Pittsburgh, PA 15212","999 Haslage Avene
Pittsburgh, PA 15212",412-322-7021,412-322-7021,wozniak@objectsconservator.com,http://www.objectsconservator.com
DBE,Ribs N Bread LLC,Rander Thompson,Fll servie restarant that provides in-hose and take-ot servies delivery and atering servies as needed.,722511 722513,"477 Centre Avene
Pittsburgh, PA 15213","477 Centre Avene
Pittsburgh, PA 15213",412-780-8540,412-760-7446,ran5353der@yahoo.com,
DBE,Ricardo Luckow CPA,Ricardo Luckow,Aonting and finanial management of small bsiness and government entities/programs.  Also related projets sh as design of finanial reporting systems projetions forensi aonting adit preparation servies et.,541211 541611,"634 Woodmont Lane
Wexford, PA 15090","634 Woodmont Lane
Wexford, PA 15090",412-901-9681,,ricardoluckow@verizon.net,
